CUPS;FECHA-HORA;INV / VER;CONSUMO Wh;GENERACION Wh;REACT Q1;REACT Q2;REACT Q3;REACT Q4;METODO OBT.;FIRMEZA;NUM FACTURA
ES002100000100007PD;14/02/2023 11:00;0;132;0;0;0;0;158;1;1;3.23E+15
ES002100000100007PD;14/02/2023 12:00;0;783;0;1;0;0;225;1;1;3.23E+15
ES002100000100007PD;14/02/2023 13:00;0;1686;0;0;0;0;379;1;1;3.23E+15
ES002100000100007PD;14/02/2023 14:00;0;569;0;1;0;0;221;1;1;3.23E+15
ES002100000100007PD;14/02/2023 15:00;0;386;0;1;0;0;116;1;1;3.23E+15
ES002100000100007PD;14/02/2023 16:00;0;682;0;0;0;0;126;1;1;3.23E+15
ES002100000100007PD;14/02/2023 17:00;0;1445;0;0;0;0;129;1;1;3.23E+15
ES002100000100007PD;14/02/2023 18:00;0;269;0;1;0;0;137;1;1;3.23E+15
ES002100000100007PD;14/02/2023 19:00;0;255;0;0;0;0;143;1;1;3.23E+15
ES002100000100007PD;14/02/2023 20:00;0;413;0;4;0;0;155;1;1;3.23E+15
ES002100000100007PD;14/02/2023 21:00;0;462;0;0;0;0;161;1;1;3.23E+15
ES002100000100007PD;14/02/2023 22:00;0;2844;0;0;0;0;179;1;1;3.23E+15
ES002100000100007PD;14/02/2023 23:00;0;420;0;1;0;0;180;1;1;3.23E+15
ES002100000100007PD;15/02/2023 0:00;0;276;0;0;0;0;183;1;1;3.23E+15
ES002100000100007PD;15/02/2023 1:00;0;192;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;15/02/2023 2:00;0;171;0;0;0;0;146;1;1;3.23E+15
ES002100000100007PD;15/02/2023 3:00;0;157;0;1;0;0;150;1;1;3.23E+15
ES002100000100007PD;15/02/2023 4:00;0;152;0;0;0;0;161;1;1;3.23E+15
ES002100000100007PD;15/02/2023 5:00;0;231;0;0;0;0;158;1;1;3.23E+15
ES002100000100007PD;15/02/2023 6:00;0;177;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;15/02/2023 7:00;0;212;0;1;0;0;153;1;1;3.23E+15
ES002100000100007PD;15/02/2023 8:00;0;317;0;0;0;0;143;1;1;3.23E+15
ES002100000100007PD;15/02/2023 9:00;0;260;0;2;0;0;150;1;1;3.23E+15
ES002100000100007PD;15/02/2023 10:00;0;165;0;0;0;0;152;1;1;3.23E+15
ES002100000100007PD;15/02/2023 11:00;0;187;0;1;0;0;157;1;1;3.23E+15
ES002100000100007PD;15/02/2023 12:00;0;224;0;1;0;0;153;1;1;3.23E+15
ES002100000100007PD;15/02/2023 13:00;0;175;0;1;0;0;149;1;1;3.23E+15
ES002100000100007PD;15/02/2023 14:00;0;205;0;2;0;0;136;1;1;3.23E+15
ES002100000100007PD;15/02/2023 15:00;0;841;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;15/02/2023 16:00;0;351;0;0;0;0;121;1;1;3.23E+15
ES002100000100007PD;15/02/2023 17:00;0;265;0;1;0;0;147;1;1;3.23E+15
ES002100000100007PD;15/02/2023 18:00;0;270;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;15/02/2023 19:00;0;306;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;15/02/2023 20:00;0;393;0;1;0;0;156;1;1;3.23E+15
ES002100000100007PD;15/02/2023 21:00;0;334;0;0;0;0;107;1;1;3.23E+15
ES002100000100007PD;15/02/2023 22:00;0;328;0;2;0;0;145;1;1;3.23E+15
ES002100000100007PD;15/02/2023 23:00;0;1297;0;0;0;0;187;1;1;3.23E+15
ES002100000100007PD;16/02/2023 0:00;0;872;0;0;0;0;168;1;1;3.23E+15
ES002100000100007PD;16/02/2023 1:00;0;270;0;1;0;0;171;1;1;3.23E+15
ES002100000100007PD;16/02/2023 2:00;0;202;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;16/02/2023 3:00;0;165;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;16/02/2023 4:00;0;165;0;0;0;0;160;1;1;3.23E+15
ES002100000100007PD;16/02/2023 5:00;0;196;0;0;0;0;160;1;1;3.23E+15
ES002100000100007PD;16/02/2023 6:00;0;166;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;16/02/2023 7:00;0;230;0;3;0;0;148;1;1;3.23E+15
ES002100000100007PD;16/02/2023 8:00;0;367;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;16/02/2023 9:00;0;265;0;2;0;0;143;1;1;3.23E+15
ES002100000100007PD;16/02/2023 10:00;0;151;0;0;0;0;155;1;1;3.23E+15
ES002100000100007PD;16/02/2023 11:00;0;142;0;1;0;0;152;1;1;3.23E+15
ES002100000100007PD;16/02/2023 12:00;0;184;0;1;0;0;152;1;1;3.23E+15
ES002100000100007PD;16/02/2023 13:00;0;240;0;1;0;0;151;1;1;3.23E+15
ES002100000100007PD;16/02/2023 14:00;0;219;0;0;0;0;155;1;1;3.23E+15
ES002100000100007PD;16/02/2023 15:00;0;1323;0;2;0;0;103;1;1;3.23E+15
ES002100000100007PD;16/02/2023 16:00;0;331;0;0;0;0;124;1;1;3.23E+15
ES002100000100007PD;16/02/2023 17:00;0;277;0;0;0;0;142;1;1;3.23E+15
ES002100000100007PD;16/02/2023 18:00;0;264;0;1;0;0;142;1;1;3.23E+15
ES002100000100007PD;16/02/2023 19:00;0;338;0;1;0;0;136;1;1;3.23E+15
ES002100000100007PD;16/02/2023 20:00;0;460;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;16/02/2023 21:00;0;345;0;5;0;0;132;1;1;3.23E+15
ES002100000100007PD;16/02/2023 22:00;0;467;0;1;0;0;174;1;1;3.23E+15
ES002100000100007PD;16/02/2023 23:00;0;357;0;0;0;0;192;1;1;3.23E+15
ES002100000100007PD;17/02/2023 0:00;0;1133;0;1;0;0;187;1;1;3.23E+15
ES002100000100007PD;17/02/2023 1:00;0;768;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;17/02/2023 2:00;0;190;0;0;0;0;150;1;1;3.23E+15
ES002100000100007PD;17/02/2023 3:00;0;166;0;0;0;0;150;1;1;3.23E+15
ES002100000100007PD;17/02/2023 4:00;0;159;0;1;0;0;161;1;1;3.23E+15
ES002100000100007PD;17/02/2023 5:00;0;162;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;17/02/2023 6:00;0;198;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;17/02/2023 7:00;0;183;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;17/02/2023 8:00;0;281;0;1;0;0;141;1;1;3.23E+15
ES002100000100007PD;17/02/2023 9:00;0;317;0;1;0;0;152;1;1;3.23E+15
ES002100000100007PD;17/02/2023 10:00;0;345;0;1;0;0;158;1;1;3.23E+15
ES002100000100007PD;17/02/2023 11:00;0;224;0;2;0;0;154;1;1;3.23E+15
ES002100000100007PD;17/02/2023 12:00;0;253;0;1;0;0;168;1;1;3.23E+15
ES002100000100007PD;17/02/2023 13:00;0;712;0;1;0;0;186;1;1;3.23E+15
ES002100000100007PD;17/02/2023 14:00;0;240;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;17/02/2023 15:00;0;740;0;0;0;0;172;1;1;3.23E+15
ES002100000100007PD;17/02/2023 16:00;0;490;0;1;0;0;168;1;1;3.23E+15
ES002100000100007PD;17/02/2023 17:00;0;1372;0;0;0;0;136;1;1;3.23E+15
ES002100000100007PD;17/02/2023 18:00;0;733;0;2;0;0;123;1;1;3.23E+15
ES002100000100007PD;17/02/2023 19:00;0;309;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;17/02/2023 20:00;0;364;0;0;0;0;172;1;1;3.23E+15
ES002100000100007PD;17/02/2023 21:00;0;324;0;1;0;0;164;1;1;3.23E+15
ES002100000100007PD;17/02/2023 22:00;0;634;0;0;0;0;237;1;1;3.23E+15
ES002100000100007PD;17/02/2023 23:00;0;407;0;0;0;0;201;1;1;3.23E+15
ES002100000100007PD;18/02/2023 0:00;0;429;0;1;0;0;181;1;1;3.23E+15
ES002100000100007PD;18/02/2023 1:00;0;414;0;0;0;0;187;1;1;3.23E+15
ES002100000100007PD;18/02/2023 2:00;0;186;0;0;0;0;168;1;1;3.23E+15
ES002100000100007PD;18/02/2023 3:00;0;172;0;0;0;0;165;1;1;3.23E+15
ES002100000100007PD;18/02/2023 4:00;0;150;0;1;0;0;169;1;1;3.23E+15
ES002100000100007PD;18/02/2023 5:00;0;180;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;18/02/2023 6:00;0;177;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;18/02/2023 7:00;0;183;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;18/02/2023 8:00;0;328;0;1;0;0;177;1;1;3.23E+15
ES002100000100007PD;18/02/2023 9:00;0;745;0;0;0;0;174;1;1;3.23E+15
ES002100000100007PD;18/02/2023 10:00;0;551;0;0;0;0;160;1;1;3.23E+15
ES002100000100007PD;18/02/2023 11:00;0;2159;0;0;0;0;303;1;1;3.23E+15
ES002100000100007PD;18/02/2023 12:00;0;1586;0;1;0;0;232;1;1;3.23E+15
ES002100000100007PD;18/02/2023 13:00;0;2329;0;0;0;0;269;1;1;3.23E+15
ES002100000100007PD;18/02/2023 14:00;0;1158;0;3;0;0;194;1;1;3.23E+15
ES002100000100007PD;18/02/2023 15:00;0;1013;0;1;0;0;174;1;1;3.23E+15
ES002100000100007PD;18/02/2023 16:00;0;476;0;0;0;0;112;1;1;3.23E+15
ES002100000100007PD;18/02/2023 17:00;0;872;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;18/02/2023 18:00;0;1294;0;1;0;0;157;1;1;3.23E+15
ES002100000100007PD;18/02/2023 19:00;0;481;0;0;0;0;169;1;1;3.23E+15
ES002100000100007PD;18/02/2023 20:00;0;395;0;0;0;0;194;1;1;3.23E+15
ES002100000100007PD;18/02/2023 21:00;0;648;0;0;0;0;270;1;1;3.23E+15
ES002100000100007PD;18/02/2023 22:00;0;467;0;0;0;0;219;1;1;3.23E+15
ES002100000100007PD;18/02/2023 23:00;0;356;0;1;0;0;199;1;1;3.23E+15
ES002100000100007PD;19/02/2023 0:00;0;443;0;0;0;0;180;1;1;3.23E+15
ES002100000100007PD;19/02/2023 1:00;0;295;0;0;0;0;191;1;1;3.23E+15
ES002100000100007PD;19/02/2023 2:00;0;165;0;0;0;0;168;1;1;3.23E+15
ES002100000100007PD;19/02/2023 3:00;0;149;0;0;0;0;160;1;1;3.23E+15
ES002100000100007PD;19/02/2023 4:00;0;168;0;1;0;0;160;1;1;3.23E+15
ES002100000100007PD;19/02/2023 5:00;0;166;0;0;0;0;152;1;1;3.23E+15
ES002100000100007PD;19/02/2023 6:00;0;168;0;0;0;0;151;1;1;3.23E+15
ES002100000100007PD;19/02/2023 7:00;0;180;0;1;0;0;165;1;1;3.23E+15
ES002100000100007PD;19/02/2023 8:00;0;149;0;0;0;0;164;1;1;3.23E+15
ES002100000100007PD;19/02/2023 9:00;0;155;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;19/02/2023 10:00;0;646;0;1;0;0;154;1;1;3.23E+15
ES002100000100007PD;19/02/2023 11:00;0;2341;0;0;0;0;302;1;1;3.23E+15
ES002100000100007PD;19/02/2023 12:00;0;1511;0;1;0;0;249;1;1;3.23E+15
ES002100000100007PD;19/02/2023 13:00;0;1057;0;0;0;0;189;1;1;3.23E+15
ES002100000100007PD;19/02/2023 14:00;0;2357;0;1;0;0;209;1;1;3.23E+15
ES002100000100007PD;19/02/2023 15:00;0;1465;0;0;0;0;149;1;1;3.23E+15
ES002100000100007PD;19/02/2023 16:00;0;427;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;19/02/2023 17:00;0;436;0;0;0;0;167;1;1;3.23E+15
ES002100000100007PD;19/02/2023 18:00;0;713;0;0;0;0;169;1;1;3.23E+15
ES002100000100007PD;19/02/2023 19:00;0;1176;0;1;0;0;191;1;1;3.23E+15
ES002100000100007PD;19/02/2023 20:00;0;755;0;0;0;0;237;1;1;3.23E+15
ES002100000100007PD;19/02/2023 21:00;0;516;0;0;0;0;197;1;1;3.23E+15
ES002100000100007PD;19/02/2023 22:00;0;469;0;1;0;0;185;1;1;3.23E+15
ES002100000100007PD;19/02/2023 23:00;0;396;0;0;0;0;178;1;1;3.23E+15
ES002100000100007PD;20/02/2023 0:00;0;344;0;0;0;0;186;1;1;3.23E+15
ES002100000100007PD;20/02/2023 1:00;0;240;0;0;0;0;191;1;1;3.23E+15
ES002100000100007PD;20/02/2023 2:00;0;163;0;1;0;0;161;1;1;3.23E+15
ES002100000100007PD;20/02/2023 3:00;0;156;0;0;0;0;162;1;1;3.23E+15
ES002100000100007PD;20/02/2023 4:00;0;167;0;0;0;0;158;1;1;3.23E+15
ES002100000100007PD;20/02/2023 5:00;0;160;0;0;0;0;152;1;1;3.23E+15
ES002100000100007PD;20/02/2023 6:00;0;167;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;20/02/2023 7:00;0;163;0;1;0;0;161;1;1;3.23E+15
ES002100000100007PD;20/02/2023 8:00;0;301;0;0;0;0;163;1;1;3.23E+15
ES002100000100007PD;20/02/2023 9:00;0;243;0;0;0;0;167;1;1;3.23E+15
ES002100000100007PD;20/02/2023 10:00;0;184;0;1;0;0;163;1;1;3.23E+15
ES002100000100007PD;20/02/2023 11:00;0;1142;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;20/02/2023 12:00;0;915;0;3;0;0;127;1;1;3.23E+15
ES002100000100007PD;20/02/2023 13:00;0;253;0;1;0;0;161;1;1;3.23E+15
ES002100000100007PD;20/02/2023 14:00;0;235;0;2;0;0;169;1;1;3.23E+15
ES002100000100007PD;20/02/2023 15:00;0;747;0;1;0;0;174;1;1;3.23E+15
ES002100000100007PD;20/02/2023 16:00;0;984;0;0;0;0;126;1;1;3.23E+15
ES002100000100007PD;20/02/2023 17:00;0;1326;0;0;0;0;137;1;1;3.23E+15
ES002100000100007PD;20/02/2023 18:00;0;334;0;1;0;0;170;1;1;3.23E+15
ES002100000100007PD;20/02/2023 19:00;0;280;0;0;0;0;204;1;1;3.23E+15
ES002100000100007PD;20/02/2023 20:00;0;478;0;1;0;0;226;1;1;3.23E+15
ES002100000100007PD;20/02/2023 21:00;0;473;0;0;0;0;186;1;1;3.23E+15
ES002100000100007PD;20/02/2023 22:00;0;604;0;0;0;0;208;1;1;3.23E+15
ES002100000100007PD;20/02/2023 23:00;0;419;0;0;0;0;186;1;1;3.23E+15
ES002100000100007PD;21/02/2023 0:00;0;289;0;0;0;0;182;1;1;3.23E+15
ES002100000100007PD;21/02/2023 1:00;0;214;0;1;0;0;170;1;1;3.23E+15
ES002100000100007PD;21/02/2023 2:00;0;167;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;21/02/2023 3:00;0;187;0;0;0;0;152;1;1;3.23E+15
ES002100000100007PD;21/02/2023 4:00;0;182;0;0;0;0;151;1;1;3.23E+15
ES002100000100007PD;21/02/2023 5:00;0;166;0;0;0;0;147;1;1;3.23E+15
ES002100000100007PD;21/02/2023 6:00;0;173;0;1;0;0;149;1;1;3.23E+15
ES002100000100007PD;21/02/2023 7:00;0;214;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;21/02/2023 8:00;0;316;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;21/02/2023 9:00;0;252;0;1;0;0;160;1;1;3.23E+15
ES002100000100007PD;21/02/2023 10:00;0;222;0;0;0;0;139;1;1;3.23E+15
ES002100000100007PD;21/02/2023 11:00;0;260;0;2;0;0;132;1;1;3.23E+15
ES002100000100007PD;21/02/2023 12:00;0;187;0;0;0;0;142;1;1;3.23E+15
ES002100000100007PD;21/02/2023 13:00;0;197;0;1;0;0;159;1;1;3.23E+15
ES002100000100007PD;21/02/2023 14:00;0;167;0;0;0;0;152;1;1;3.23E+15
ES002100000100007PD;21/02/2023 15:00;0;219;0;1;0;0;151;1;1;3.23E+15
ES002100000100007PD;21/02/2023 16:00;0;281;0;0;0;0;136;1;1;3.23E+15
ES002100000100007PD;21/02/2023 17:00;0;292;0;0;0;0;133;1;1;3.23E+15
ES002100000100007PD;21/02/2023 18:00;0;282;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;21/02/2023 19:00;0;292;0;0;0;0;175;1;1;3.23E+15
ES002100000100007PD;21/02/2023 20:00;0;352;0;0;0;0;177;1;1;3.23E+15
ES002100000100007PD;21/02/2023 21:00;0;387;0;0;0;0;174;1;1;3.23E+15
ES002100000100007PD;21/02/2023 22:00;0;926;0;0;0;0;271;1;1;3.23E+15
ES002100000100007PD;21/02/2023 23:00;0;1276;0;1;0;0;167;1;1;3.23E+15
ES002100000100007PD;22/02/2023 0:00;0;860;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;22/02/2023 1:00;0;187;0;0;0;0;165;1;1;3.23E+15
ES002100000100007PD;22/02/2023 2:00;0;181;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;22/02/2023 3:00;0;163;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;22/02/2023 4:00;0;161;0;1;0;0;157;1;1;3.23E+15
ES002100000100007PD;22/02/2023 5:00;0;170;0;0;0;0;146;1;1;3.23E+15
ES002100000100007PD;22/02/2023 6:00;0;167;0;0;0;0;149;1;1;3.23E+15
ES002100000100007PD;22/02/2023 7:00;0;218;0;2;0;0;156;1;1;3.23E+15
ES002100000100007PD;22/02/2023 8:00;0;209;0;0;0;0;162;1;1;3.23E+15
ES002100000100007PD;22/02/2023 9:00;0;445;0;1;0;0;138;1;1;3.23E+15
ES002100000100007PD;22/02/2023 10:00;0;195;0;2;0;0;140;1;1;3.23E+15
ES002100000100007PD;22/02/2023 11:00;0;598;0;4;0;0;98;1;1;3.23E+15
ES002100000100007PD;22/02/2023 12:00;0;1012;0;1;0;0;127;1;1;3.23E+15
ES002100000100007PD;22/02/2023 13:00;0;427;0;1;0;0;155;1;1;3.23E+15
ES002100000100007PD;22/02/2023 14:00;0;469;0;0;0;0;168;1;1;3.23E+15
ES002100000100007PD;22/02/2023 15:00;0;738;0;3;0;0;127;1;1;3.23E+15
ES002100000100007PD;22/02/2023 16:00;0;292;0;0;0;0;136;1;1;3.23E+15
ES002100000100007PD;22/02/2023 17:00;0;1135;0;0;0;0;135;1;1;3.23E+15
ES002100000100007PD;22/02/2023 18:00;0;826;0;1;0;0;164;1;1;3.23E+15
ES002100000100007PD;22/02/2023 19:00;0;271;0;0;0;0;187;1;1;3.23E+15
ES002100000100007PD;22/02/2023 20:00;0;467;0;0;0;0;213;1;1;3.23E+15
ES002100000100007PD;22/02/2023 21:00;0;398;0;0;0;0;196;1;1;3.23E+15
ES002100000100007PD;22/02/2023 22:00;0;834;0;1;0;0;246;1;1;3.23E+15
ES002100000100007PD;22/02/2023 23:00;0;515;0;0;0;0;192;1;1;3.23E+15
ES002100000100007PD;23/02/2023 0:00;0;285;0;0;0;0;182;1;1;3.23E+15
ES002100000100007PD;23/02/2023 1:00;0;197;0;0;0;0;165;1;1;3.23E+15
ES002100000100007PD;23/02/2023 2:00;0;179;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;23/02/2023 3:00;0;163;0;1;0;0;157;1;1;3.23E+15
ES002100000100007PD;23/02/2023 4:00;0;176;0;0;0;0;150;1;1;3.23E+15
ES002100000100007PD;23/02/2023 5:00;0;158;0;0;0;0;147;1;1;3.23E+15
ES002100000100007PD;23/02/2023 6:00;0;166;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;23/02/2023 7:00;0;262;0;0;0;0;134;1;1;3.23E+15
ES002100000100007PD;23/02/2023 8:00;0;319;0;1;0;0;158;1;1;3.23E+15
ES002100000100007PD;23/02/2023 9:00;0;256;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;23/02/2023 10:00;0;171;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;23/02/2023 11:00;0;883;0;1;0;0;251;1;1;3.23E+15
ES002100000100007PD;23/02/2023 12:00;0;246;0;0;0;0;161;1;1;3.23E+15
ES002100000100007PD;23/02/2023 13:00;0;188;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;23/02/2023 14:00;0;231;0;0;0;0;145;1;1;3.23E+15
ES002100000100007PD;23/02/2023 15:00;0;387;0;1;0;0;123;1;1;3.23E+15
ES002100000100007PD;23/02/2023 16:00;0;1494;0;1;0;0;117;1;1;3.23E+15
ES002100000100007PD;23/02/2023 17:00;0;986;0;0;0;0;117;1;1;3.23E+15
ES002100000100007PD;23/02/2023 18:00;0;433;0;0;0;0;151;1;1;3.23E+15
ES002100000100007PD;23/02/2023 19:00;0;1168;0;0;0;0;188;1;1;3.23E+15
ES002100000100007PD;23/02/2023 20:00;0;553;0;0;0;0;205;1;1;3.23E+15
ES002100000100007PD;23/02/2023 21:00;0;436;0;2;0;0;194;1;1;3.23E+15
ES002100000100007PD;23/02/2023 22:00;0;587;0;0;0;0;203;1;1;3.23E+15
ES002100000100007PD;23/02/2023 23:00;0;567;0;0;0;0;170;1;1;3.23E+15
ES002100000100007PD;24/02/2023 0:00;0;465;0;0;0;0;213;1;1;3.23E+15
ES002100000100007PD;24/02/2023 1:00;0;265;0;1;0;0;187;1;1;3.23E+15
ES002100000100007PD;24/02/2023 2:00;0;166;0;0;0;0;160;1;1;3.23E+15
ES002100000100007PD;24/02/2023 3:00;0;172;0;0;0;0;159;1;1;3.23E+15
ES002100000100007PD;24/02/2023 4:00;0;172;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;24/02/2023 5:00;0;242;0;1;0;0;131;1;1;3.23E+15
ES002100000100007PD;24/02/2023 6:00;0;179;0;0;0;0;143;1;1;3.23E+15
ES002100000100007PD;24/02/2023 7:00;0;155;0;0;0;0;155;1;1;3.23E+15
ES002100000100007PD;24/02/2023 8:00;0;386;0;1;0;0;167;1;1;3.23E+15
ES002100000100007PD;24/02/2023 9:00;0;299;0;1;0;0;151;1;1;3.23E+15
ES002100000100007PD;24/02/2023 10:00;0;331;0;1;0;0;142;1;1;3.23E+15
ES002100000100007PD;24/02/2023 11:00;0;701;0;0;0;0;143;1;1;3.23E+15
ES002100000100007PD;24/02/2023 12:00;0;916;0;0;0;0;195;1;1;3.23E+15
ES002100000100007PD;24/02/2023 13:00;0;651;0;1;0;0;153;1;1;3.23E+15
ES002100000100007PD;24/02/2023 14:00;0;232;0;1;0;0;166;1;1;3.23E+15
ES002100000100007PD;24/02/2023 15:00;0;1160;0;0;0;0;179;1;1;3.23E+15
ES002100000100007PD;24/02/2023 16:00;0;355;0;0;0;0;123;1;1;3.23E+15
ES002100000100007PD;24/02/2023 17:00;0;1322;0;0;0;0;130;1;1;3.23E+15
ES002100000100007PD;24/02/2023 18:00;0;943;0;2;0;0;122;1;1;3.23E+15
ES002100000100007PD;24/02/2023 19:00;0;323;0;0;0;0;151;1;1;3.23E+15
ES002100000100007PD;24/02/2023 20:00;0;433;0;1;0;0;166;1;1;3.23E+15
ES002100000100007PD;24/02/2023 21:00;0;391;0;0;0;0;186;1;1;3.23E+15
ES002100000100007PD;24/02/2023 22:00;0;416;0;0;0;0;178;1;1;3.23E+15
ES002100000100007PD;24/02/2023 23:00;0;353;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;25/02/2023 0:00;0;294;0;1;0;0;164;1;1;3.23E+15
ES002100000100007PD;25/02/2023 1:00;0;217;0;0;0;0;171;1;1;3.23E+15
ES002100000100007PD;25/02/2023 2:00;0;160;0;0;0;0;161;1;1;3.23E+15
ES002100000100007PD;25/02/2023 3:00;0;218;0;0;0;0;157;1;1;3.23E+15
ES002100000100007PD;25/02/2023 4:00;0;186;0;0;0;0;137;1;1;3.23E+15
ES002100000100007PD;25/02/2023 5:00;0;179;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;25/02/2023 6:00;0;164;0;0;0;0;151;1;1;3.23E+15
ES002100000100007PD;25/02/2023 7:00;0;167;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;25/02/2023 8:00;0;265;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;25/02/2023 9:00;0;237;0;1;0;0;162;1;1;3.23E+15
ES002100000100007PD;25/02/2023 10:00;0;234;0;0;0;0;146;1;1;3.23E+15
ES002100000100007PD;25/02/2023 11:00;0;663;0;7;0;0;88;1;1;3.23E+15
ES002100000100007PD;25/02/2023 12:00;0;146;0;0;0;0;148;1;1;3.23E+15
ES002100000100007PD;25/02/2023 13:00;0;213;0;1;0;0;155;1;1;3.23E+15
ES002100000100007PD;25/02/2023 14:00;0;1746;0;0;0;0;255;1;1;3.23E+15
ES002100000100007PD;25/02/2023 15:00;0;1775;0;0;0;0;259;1;1;3.23E+15
ES002100000100007PD;25/02/2023 16:00;0;1029;0;1;0;0;168;1;1;3.23E+15
ES002100000100007PD;25/02/2023 17:00;0;351;0;0;0;0;107;1;1;3.23E+15
ES002100000100007PD;25/02/2023 18:00;0;371;0;0;0;0;139;1;1;3.23E+15
ES002100000100007PD;25/02/2023 19:00;0;1429;0;0;0;0;128;1;1;3.23E+15
ES002100000100007PD;25/02/2023 20:00;0;350;0;0;0;0;126;1;1;3.23E+15
ES002100000100007PD;25/02/2023 21:00;0;463;0;1;0;0;160;1;1;3.23E+15
ES002100000100007PD;25/02/2023 22:00;0;443;0;0;0;0;168;1;1;3.23E+15
ES002100000100007PD;25/02/2023 23:00;0;1933;0;0;0;0;135;1;1;3.23E+15
ES002100000100007PD;26/02/2023 0:00;0;893;0;0;0;0;139;1;1;3.23E+15
ES002100000100007PD;26/02/2023 1:00;0;283;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;26/02/2023 2:00;0;162;0;0;0;0;154;1;1;3.23E+15
ES002100000100007PD;26/02/2023 3:00;0;138;0;0;0;0;156;1;1;3.23E+15
ES002100000100007PD;26/02/2023 4:00;0;175;0;0;0;0;147;1;1;3.23E+15
ES002100000100007PD;26/02/2023 5:00;0;162;0;0;0;0;147;1;1;3.23E+15
ES002100000100007PD;26/02/2023 6:00;0;170;0;0;0;0;153;1;1;3.23E+15
ES002100000100007PD;26/02/2023 7:00;0;134;0;1;0;0;163;1;1;3.23E+15
ES002100000100007PD;26/02/2023 8:00;0;139;0;0;0;0;161;1;1;3.23E+15
ES002100000100007PD;26/02/2023 9:00;0;153;0;0;0;0;162;1;1;3.23E+15
ES002100000100007PD;26/02/2023 10:00;0;443;0;1;0;0;141;1;1;3.23E+15
ES002100000100007PD;26/02/2023 11:00;0;248;0;1;0;0;145;1;1;3.23E+15
ES002100000100007PD;26/02/2023 12:00;0;291;0;1;0;0;134;1;1;3.23E+15
ES002100000100007PD;26/02/2023 13:00;0;292;0;0;0;0;170;1;1;3.23E+15
ES002100000100007PD;26/02/2023 14:00;0;1375;0;0;0;0;276;1;1;3.23E+15
ES002100000100007PD;26/02/2023 15:00;0;1262;0;0;0;0;259;1;1;3.23E+15
ES002100000100007PD;26/02/2023 16:00;0;1145;0;1;0;0;135;1;1;3.23E+15
ES002100000100007PD;26/02/2023 17:00;0;2122;0;1;0;0;113;1;1;3.23E+15
ES002100000100007PD;26/02/2023 18:00;0;312;0;1;0;0;115;1;1;3.23E+15
ES002100000100007PD;26/02/2023 19:00;0;1039;0;0;0;0;120;1;1;3.23E+15
ES002100000100007PD;26/02/2023 20:00;0;516;0;2;0;0;134;1;1;3.23E+15
ES002100000100007PD;26/02/2023 21:00;0;745;0;0;0;0;177;1;1;3.23E+15
ES002100000100007PD;26/02/2023 22:00;0;565;0;0;0;0;192;1;1;3.23E+15
ES002100000100007PD;26/02/2023 23:00;0;517;0;1;0;0;175;1;1;3.23E+15
